Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
§ 92, 95 I BVerfGG;BVerfGG;wird;Betracht;Gegenstand der Verfassungsbeschwerde kann gemäß Art. 93 I Nr. 4a GG, § 90 I BVerfGG jeder Akt der öffentlichen Gewalt (Legislative, Exekutive, Judikative) sein.7 Dabei kommt nicht nur ein aktives Tun, sondern auch ein Unterlassen der öffentlichen Gewalt in Betracht, §§ 92, 95 I BVerfGG, wobei zwischen echtem und unechtem Unterlassen unterschieden wird: Echtes Unterlassen liegt vor, wenn der Gesetzgeber eine schutzpflichtkonforme Regelung vollständig unterlassen hat, es also an einer einfachgesetzlichenRegelungfehlt.UnechtesUnterlassenkanndagegengerügtwerden, wenn eine konkrete Norm bereits existiert, diese aber als nicht schutzpflichtkonform angesehen wird, weil sie gänzlich ungeeignet oder unzulänglich sei.8 Vorliegend richtet L ihre Verfassungsbeschwerde gegen die aus ihrer Sicht unzureichenden Regelungen der §§ 1, 3 I, 4 I in Verbindung mit Anlage 2 des neuen Bundes-Klimaschutzgesetzes (KSG).9 Sie rügt damit eine ungenügende Erfüllung der legislativen Schutzpflicht durch ein bereits verabschiedetes Gesetz und somit ein unechtes Unterlassen.10 Dieses unechte Unterlassen stellt einen tauglichen Beschwerdegegenstand im Sinne von Art. 93 I Nr. 4a GG, § 90 I BVerfGG dar.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;207659;207677
Art. 93 I Nr. 4a GG;GG;dar;Sinne;Gegenstand der Verfassungsbeschwerde kann gemäß Art. 93 I Nr. 4a GG, § 90 I BVerfGG jeder Akt der öffentlichen Gewalt (Legislative, Exekutive, Judikative) sein.7 Dabei kommt nicht nur ein aktives Tun, sondern auch ein Unterlassen der öffentlichen Gewalt in Betracht, §§ 92, 95 I BVerfGG, wobei zwischen echtem und unechtem Unterlassen unterschieden wird: Echtes Unterlassen liegt vor, wenn der Gesetzgeber eine schutzpflichtkonforme Regelung vollständig unterlassen hat, es also an einer einfachgesetzlichenRegelungfehlt.UnechtesUnterlassenkanndagegengerügtwerden, wenn eine konkrete Norm bereits existiert, diese aber als nicht schutzpflichtkonform angesehen wird, weil sie gänzlich ungeeignet oder unzulänglich sei.8 Vorliegend richtet L ihre Verfassungsbeschwerde gegen die aus ihrer Sicht unzureichenden Regelungen der §§ 1, 3 I, 4 I in Verbindung mit Anlage 2 des neuen Bundes-Klimaschutzgesetzes (KSG).9 Sie rügt damit eine ungenügende Erfüllung der legislativen Schutzpflicht durch ein bereits verabschiedetes Gesetz und somit ein unechtes Unterlassen.10 Dieses unechte Unterlassen stellt einen tauglichen Beschwerdegegenstand im Sinne von Art. 93 I Nr. 4a GG, § 90 I BVerfGG dar.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;208538;208557
§ 90 I BVerfGG;GG;dar;Sinne;Gegenstand der Verfassungsbeschwerde kann gemäß Art. 93 I Nr. 4a GG, § 90 I BVerfGG jeder Akt der öffentlichen Gewalt (Legislative, Exekutive, Judikative) sein.7 Dabei kommt nicht nur ein aktives Tun, sondern auch ein Unterlassen der öffentlichen Gewalt in Betracht, §§ 92, 95 I BVerfGG, wobei zwischen echtem und unechtem Unterlassen unterschieden wird: Echtes Unterlassen liegt vor, wenn der Gesetzgeber eine schutzpflichtkonforme Regelung vollständig unterlassen hat, es also an einer einfachgesetzlichenRegelungfehlt.UnechtesUnterlassenkanndagegengerügtwerden, wenn eine konkrete Norm bereits existiert, diese aber als nicht schutzpflichtkonform angesehen wird, weil sie gänzlich ungeeignet oder unzulänglich sei.8 Vorliegend richtet L ihre Verfassungsbeschwerde gegen die aus ihrer Sicht unzureichenden Regelungen der §§ 1, 3 I, 4 I in Verbindung mit Anlage 2 des neuen Bundes-Klimaschutzgesetzes (KSG).9 Sie rügt damit eine ungenügende Erfüllung der legislativen Schutzpflicht durch ein bereits verabschiedetes Gesetz und somit ein unechtes Unterlassen.10 Dieses unechte Unterlassen stellt einen tauglichen Beschwerdegegenstand im Sinne von Art. 93 I Nr. 4a GG, § 90 I BVerfGG dar.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;208559;208573
Art. 93 I Nr. 4a GG;GG;beschwerdebefugt;Beschwerdebefugnis;Ammar Bustami/Verena Kahl 98 Fall 4 Lösung IV. Beschwerdebefugnis, Art. 93 I Nr. 4a GG, § 90 I BVerfGG Des Weiteren müsste L beschwerdebefugt sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;209786;209805
§ 90 I BVerfGG;GG;beschwerdebefugt;L;Ammar Bustami/Verena Kahl 98 Fall 4 Lösung IV. Beschwerdebefugnis, Art. 93 I Nr. 4a GG, § 90 I BVerfGG Des Weiteren müsste L beschwerdebefugt sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;209807;209821
§ 90 I 2 BVerfGG;BVerfGG;sein;Gemäß;Gemäß § 90 I 2 BVerfGG muss die Verfassungsbeschwerde mit der Behauptung erhoben werden, durch den angegriffenen Akt in den eigenen Grundrechten verletzt zu sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;209873;209889
Art. 2 II 1 GG;GG;Gerügt;Schutzpflichten;Möglichkeit der Grundrechtsverletzung Zunächst dürfte die Verletzung von Grundrechten der L nicht offensichtlich und eindeutig nach jeder Betrachtungsweise ausgeschlossen sein.11 a) Schutzpflichten aus Art. 2 II 1 GG Gerügt wird durch L nicht die Verletzung ihrer Rechte aus Art. 2 II 1 GG durch einen Eingriff in Form einer Handlung des Staates, sondern in Gestalt eines gesetzgeberischen Unterlassens. Ein legislatives Unterlassen ist nur dann rügefähig, wenn der Gesetzgeber einer Handlungspflicht, insbesondere in Form grundrechtlicher Schutzpflichten, unterliegt.12 Hier kommt ein Verstoß gegen die Schutzpflichtendimension der Rechte aus Art. 2 II 1 GG in Betracht.13 Möglicherweise könnte die Legislative mit Verabschiedung des KSG ihrer Schutzpflicht aus Art. 2 II 1 GG nicht in ausreichendem Maße nachgekommen sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;210406;210420
Art. 2 II 1 GG;GG;wird;Rechte;Möglichkeit der Grundrechtsverletzung Zunächst dürfte die Verletzung von Grundrechten der L nicht offensichtlich und eindeutig nach jeder Betrachtungsweise ausgeschlossen sein.11 a) Schutzpflichten aus Art. 2 II 1 GG Gerügt wird durch L nicht die Verletzung ihrer Rechte aus Art. 2 II 1 GG durch einen Eingriff in Form einer Handlung des Staates, sondern in Gestalt eines gesetzgeberischen Unterlassens. Ein legislatives Unterlassen ist nur dann rügefähig, wenn der Gesetzgeber einer Handlungspflicht, insbesondere in Form grundrechtlicher Schutzpflichten, unterliegt.12 Hier kommt ein Verstoß gegen die Schutzpflichtendimension der Rechte aus Art. 2 II 1 GG in Betracht.13 Möglicherweise könnte die Legislative mit Verabschiedung des KSG ihrer Schutzpflicht aus Art. 2 II 1 GG nicht in ausreichendem Maße nachgekommen sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;210479;210493
Art. 2 II 1 GG;GG;könnte;Rechte;Möglichkeit der Grundrechtsverletzung Zunächst dürfte die Verletzung von Grundrechten der L nicht offensichtlich und eindeutig nach jeder Betrachtungsweise ausgeschlossen sein.11 a) Schutzpflichten aus Art. 2 II 1 GG Gerügt wird durch L nicht die Verletzung ihrer Rechte aus Art. 2 II 1 GG durch einen Eingriff in Form einer Handlung des Staates, sondern in Gestalt eines gesetzgeberischen Unterlassens. Ein legislatives Unterlassen ist nur dann rügefähig, wenn der Gesetzgeber einer Handlungspflicht, insbesondere in Form grundrechtlicher Schutzpflichten, unterliegt.12 Hier kommt ein Verstoß gegen die Schutzpflichtendimension der Rechte aus Art. 2 II 1 GG in Betracht.13 Möglicherweise könnte die Legislative mit Verabschiedung des KSG ihrer Schutzpflicht aus Art. 2 II 1 GG nicht in ausreichendem Maße nachgekommen sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;210848;210862
Art. 2 II 1 GG;GG;nachgekommen;Schutzpflicht;Möglichkeit der Grundrechtsverletzung Zunächst dürfte die Verletzung von Grundrechten der L nicht offensichtlich und eindeutig nach jeder Betrachtungsweise ausgeschlossen sein.11 a) Schutzpflichten aus Art. 2 II 1 GG Gerügt wird durch L nicht die Verletzung ihrer Rechte aus Art. 2 II 1 GG durch einen Eingriff in Form einer Handlung des Staates, sondern in Gestalt eines gesetzgeberischen Unterlassens. Ein legislatives Unterlassen ist nur dann rügefähig, wenn der Gesetzgeber einer Handlungspflicht, insbesondere in Form grundrechtlicher Schutzpflichten, unterliegt.12 Hier kommt ein Verstoß gegen die Schutzpflichtendimension der Rechte aus Art. 2 II 1 GG in Betracht.13 Möglicherweise könnte die Legislative mit Verabschiedung des KSG ihrer Schutzpflicht aus Art. 2 II 1 GG nicht in ausreichendem Maße nachgekommen sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;210967;210981
Art. 2 II 1 GG;GG;Siehe;Senders;13 Siehe zu der Schutzpflicht des Art. 2 II 1 GG Senders, § 18.3 D., im OpenRewi Grundrechte Lehrbuch.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;211879;211893
Art. 2 II 1 GG;GG;verletzten;Rechte;Ammar Bustami/Verena Kahl Lösung Fall 4 99 gativen Folgen des Klimawandels potentiell ihre Rechte aus Art. 2 II 1 GG verletzten.16 Insofern ist nicht ausgeschlossen, dass der Gesetzgeber mit den Vorgaben aus den §§ 1, 3 I, 4 I KSG in Verbindung mit Anlage 2 bis zum Jahr 2030 zu große Mengen an CO2-Emissionen zugelassen hat, was zum weiteren Klimawandel beitragen und damit die Gesundheit, zum Teil sogar das Leben der L gefährden würde.17 Insgesamt ist die behauptete Verletzung der Schutzpflichtdimension des Art. 2 II 1 GG jedenfalls nicht von vornherein ausgeschlossen und daher möglich.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;212257;212271
§§ 1, 3 I, 4 I KSG;KSG;ausgeschlossen;Vorgaben;Ammar Bustami/Verena Kahl Lösung Fall 4 99 gativen Folgen des Klimawandels potentiell ihre Rechte aus Art. 2 II 1 GG verletzten.16 Insofern ist nicht ausgeschlossen, dass der Gesetzgeber mit den Vorgaben aus den §§ 1, 3 I, 4 I KSG in Verbindung mit Anlage 2 bis zum Jahr 2030 zu große Mengen an CO2-Emissionen zugelassen hat, was zum weiteren Klimawandel beitragen und damit die Gesundheit, zum Teil sogar das Leben der L gefährden würde.17 Insgesamt ist die behauptete Verletzung der Schutzpflichtdimension des Art. 2 II 1 GG jedenfalls nicht von vornherein ausgeschlossen und daher möglich.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;212367;212385
Art. 2 II 1 GG;GG;ausgeschlossen;Schutzpflichtdimension;Ammar Bustami/Verena Kahl Lösung Fall 4 99 gativen Folgen des Klimawandels potentiell ihre Rechte aus Art. 2 II 1 GG verletzten.16 Insofern ist nicht ausgeschlossen, dass der Gesetzgeber mit den Vorgaben aus den §§ 1, 3 I, 4 I KSG in Verbindung mit Anlage 2 bis zum Jahr 2030 zu große Mengen an CO2-Emissionen zugelassen hat, was zum weiteren Klimawandel beitragen und damit die Gesundheit, zum Teil sogar das Leben der L gefährden würde.17 Insgesamt ist die behauptete Verletzung der Schutzpflichtdimension des Art. 2 II 1 GG jedenfalls nicht von vornherein ausgeschlossen und daher möglich.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;212667;212681
Art. 2 II 1 GG;GG;beruft;Schutzpflichtendimension;3 Klausurtaktik Aus dem Sachverhalt und dem Bearbeitungshinweis ergibt sich, dass sich die Beschwerdeführerin nur auf die Schutzpflichtendimension des Art. 2 II 1 GG beruft.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;212899;212913
Art. 12, 14 GG;GG;einzugehen;Fall;Daher war auf die Schutzpflichtendimension der Art. 12, 14 GG in diesem Fall nicht einzugehen.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;212969;212983
Art. 20a GG;GG;vereinzelt;Grundrecht;Manche Prüfungsschemata thematisieren dies allerdings schon in größerer Ausführlichkeit im Rahmen der Beschwerdebefugnis. 1 Weiterführendes Wissen In den diesem Fall zugrundeliegenden Verfassungsbeschwerden stellten die Beschwerdeführenden vereinzelt auch auf Art. 20a GG sowie auf ein „Grundrecht auf ein ökologisches Existenzminimum“ ab.18 Das BVerfG folgte dieser Argumentation nicht.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;213414;213425
Art. 20a GG;GG;umfasse;Argumentation;"Art. 20a GG umfasse zwar auch den Klimaschutz und sei zudem justiziabel; sie enthalte jedoch keine subjektiven Rechte.19 Ob das Grundgesetz ein „Recht auf ein ökologisches Existenzminimum“ enthält, hat das BVerfG nicht abschließend geklärt, hielt dieses jedoch jedenfalls für nicht verletzt, da der Gesetzgeber nicht untätig geblieben und die Verhinderung katastrophaler Zustände zumindest möglich sei.20 16 Zu diesem Erfordernis bei Schutzpflichtverletzungen siehe auch: BVerfG, Beschl.";;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;213542;213553
Art. 2 II 1 GG;GG;könnte;Schutzpflichten;Ammar Bustami/Verena Kahl 100 Fall 4 Lösung b) Intertemporale Freiheitssicherung (Lösungsansatz des BVerfG)21 Neben der Verletzung von Schutzpflichten aus Art. 2 II 1 GG könnte L auch in ihren Freiheitsrechten betroffen sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;214843;214857
Art. 2 II 1 GG;GG;nachgekommen;Schutzpflicht;Vorliegend bringt sie vor, dass der Gesetzgeber durch die unzureichende Regelung des KSG und den dadurch bedingten übermäßigen Ausstoß von CO2-Emissionen mit den entsprechenden negativen Folgen für Umwelt und Klima seiner Schutzpflicht aus Art. 2 II 1 GG nicht nachgekommen sei und somit ihr Recht auf Leben und körperliche Unversehrtheit verletze.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;217516;217530
Art. 93 I Nr. 4a GG;GG;setzt;Sinne;Entgegen der Argumentation der Bundesregierung scheitert die eigene Betroffenheit von L auch nicht daran, dass die negativen Folgen des anthropogenen Klimawandels eine Vielzahl anderer Personen betreffen.24 Die Verfassungsbeschwerde kennt kein Erfordernis einer besonderen Betroffenheit, wonach sich die Beschwerdeführer:innen von der Allgemeinheit abheben müssten.25 L rügt die Verletzung eigener Rechte und ist somit trotz einer Vielzahl möglicher anderer Betroffener durch die benannten Regelungen des KSG individuell betroffen im Sinne von Art. 93 I Nr. 4a GG, § 90 I BVerfGG. b) Gegenwärtige Betroffenheit Ferner setzt die Beschwerdebefugnis eine gegenwärtige Beschwer von L voraus. Grundsätzlich liegt eine gegenwärtige Betroffenheit immer dann vor, wenn die Norm ihre Wirkung auf die Beschwerdeführer:innen aktuell und nicht nur potentiell entfaltet.26 Darüber hinaus sind Beschwerdeführer:innen auch dann gegenwärtig betroffen, wenn klar abzusehen ist, dass und wie sie in der Zukunft von der Regelung betroffen sein werden.27 Zwar macht L geltend, dass eine unzureichende Regelung des KSG zu einem übermäßigen Ausstoß an CO2-Emissionen führe, 23 Gerhardt, Probleme des gesetzgeberischen Unterlassens in der Rechtsprechung des Bundesverfassungsgerichts, 2007, S. 19. 24 Vgl.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;218276;218295
§ 90 I BVerfGG;GG;setzt;Gegenwärtige;Entgegen der Argumentation der Bundesregierung scheitert die eigene Betroffenheit von L auch nicht daran, dass die negativen Folgen des anthropogenen Klimawandels eine Vielzahl anderer Personen betreffen.24 Die Verfassungsbeschwerde kennt kein Erfordernis einer besonderen Betroffenheit, wonach sich die Beschwerdeführer:innen von der Allgemeinheit abheben müssten.25 L rügt die Verletzung eigener Rechte und ist somit trotz einer Vielzahl möglicher anderer Betroffener durch die benannten Regelungen des KSG individuell betroffen im Sinne von Art. 93 I Nr. 4a GG, § 90 I BVerfGG. b) Gegenwärtige Betroffenheit Ferner setzt die Beschwerdebefugnis eine gegenwärtige Beschwer von L voraus. Grundsätzlich liegt eine gegenwärtige Betroffenheit immer dann vor, wenn die Norm ihre Wirkung auf die Beschwerdeführer:innen aktuell und nicht nur potentiell entfaltet.26 Darüber hinaus sind Beschwerdeführer:innen auch dann gegenwärtig betroffen, wenn klar abzusehen ist, dass und wie sie in der Zukunft von der Regelung betroffen sein werden.27 Zwar macht L geltend, dass eine unzureichende Regelung des KSG zu einem übermäßigen Ausstoß an CO2-Emissionen führe, 23 Gerhardt, Probleme des gesetzgeberischen Unterlassens in der Rechtsprechung des Bundesverfassungsgerichts, 2007, S. 19. 24 Vgl.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;218297;218311
Art. 2 II 1 GG;GG;ist;Unversehrtheit;Auch Regelungen, die erst im Laufe ihrer Vollziehung zu einer nicht unerheblichen Grundrechtsgefährdung führen, können gegen die Verfassung verstoßen.28 Diese Beeinträchtigungen müssen zumindest mit hinreichender Wahrscheinlichkeit eintreten,29 wobei sich die Anforderungen an die Gegenwärtigkeit in solchen Fällen nach Art, Nähe und Ausmaß der geltend gemachten Gefahren sowie nach Art und Rang des verfassungsrechtlich geschützten Rechtsguts richten.30 Drohen Schäden katastrophalen oder apokalyptischen Ausmaßes, so genügt es, dass deren Realisierung nach dem Stand der Wissenschaft nicht vollständig ausgeschlossen ist, um die staatlichen Schutzpflichten schon gegenwärtig zu aktivieren.31 Mit dem Recht auf körperliche Unversehrtheit aus Art. 2 II 1 GG ist ein hohes verfassungsrechtliches Schutzgut von L betroffen.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;220796;220810
Art. 2 II 1 GG;GG;machen;Rechten;Ammar Bustami/Verena Kahl 104 Fall 4 Lösung Maßnahmen und einem Beitrag zur Lösung des Problems auf internationaler Ebene nicht entgegenstehe, sondern den Staat gerade hierzu verpflichte.34 3. Zwischenergebnis L konnte geltend machen, dass eine Verletzung in ihren Rechten aus Art. 2 II 1 GG durch das gesetzgeberische Unterlassen nicht von Vornherein ausgeschlossen und sie zudem selbst, gegenwärtig und unmittelbar betroffen ist.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;225334;225348
§ 90 II 1 BVerfGG;BVerfGG;müssten;Subsidiarität;V. Rechtswegerschöpfung und Subsidiarität, § 90 II 1 BVerfGG Weiterhin müssten die Voraussetzung der Rechtswegerschöpfung gegeben und der Grundsatz der Subsidiarität gewahrt worden sein.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;225589;225606
§ 90 II 1 BVerfGG;BVerfGG;kann;Gemäß;Rechtswegerschöpfung Gemäß § 90 II 1 BVerfGG kann eine Verfassungsbeschwerde erst nach Erschöpfung des Rechtsweges erhoben werden.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;225763;225780
§ 93 III BVerfGG;BVerfGG;gerügte;Parlamentsgesetze;Jedoch steht weder ein Rechtsweg gegen Parlamentsgesetze (§ 93 III BVerfGG) noch gegen das hier gerügte unechte gesetzgeberische Unterlassen offen.35 Der Rechtswegerschöpfung kommt deshalb vorliegend keine Bedeutung zu.36 2. Subsidiarität Über das Erfordernis der Rechtswegerschöpfung geht der Grundsatz der Subsidiarität der Verfassungsbeschwerde hinaus. Dieser ist gewahrt, wenn der beschwerdeführenden Person keine Möglichkeiten zur Verfügung stehen, den Akt der öffentlichen Gewalt zumutbar anderweitig anzugreifen.37 Im Umkehrschluss heißt dies, dass alle zur Verfügung stehenden Mittel ergriffen werden müssen, die der geltend gemachten Grundrechtsverletzung abhelfen können.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;225925;225941
§§ 23 I, 92, 93 III BVerfGG;BVerfGG;hat;Frist;VI. Form und Frist, §§ 23 I, 92, 93 III BVerfGG Ausweislich des Sachverhalts hat L ihre Verfassungsbeschwerde schriftlich und mit ausführlicher Begründung eingereicht und damit die Formanforderungen der §§ 23 I, 92, 93 III BVerfGG gewahrt.40 Schließlich müsste die Verfassungsbeschwerde von L auch fristgerecht eingereicht worden sein.41 Nach § 93 III BVerfGG gilt für Verfassungsbeschwerden gegen Gesetze oder sonstige Hoheitsakte, gegen die der Rechtsweg nicht offensteht, die Frist von einem Jahr seit Inkrafttreten des Gesetzes oder dem Erlass des Hoheitsaktes. Während diese Fristvorschriften bei einem echten Unterlassen grundsätzlich nicht greifen, richtet sich bei einem unechten Unterlassen die Rüge gerade gegen eine bestehende Norm, welche von den Beschwerdeführer:innen lediglich als unzureichend angesehen wird, sodass die Jahresfrist gilt.42 L erhob bereits am 22.4.2020 Verfassungsbeschwerde gegen das gesetzgeberische Unterlassen, mithin vor Ablauf der am 17.12.2020 endenden Jahresfrist aus § 93 III BVerfGG. Damit hat L in jedem Fall das Fristerfordernis gewahrt.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;228119;228146
§§ 23 I, 92, 93 III BVerfGG;BVerfGG;gewahrt;Formanforderungen;VI. Form und Frist, §§ 23 I, 92, 93 III BVerfGG Ausweislich des Sachverhalts hat L ihre Verfassungsbeschwerde schriftlich und mit ausführlicher Begründung eingereicht und damit die Formanforderungen der §§ 23 I, 92, 93 III BVerfGG gewahrt.40 Schließlich müsste die Verfassungsbeschwerde von L auch fristgerecht eingereicht worden sein.41 Nach § 93 III BVerfGG gilt für Verfassungsbeschwerden gegen Gesetze oder sonstige Hoheitsakte, gegen die der Rechtsweg nicht offensteht, die Frist von einem Jahr seit Inkrafttreten des Gesetzes oder dem Erlass des Hoheitsaktes. Während diese Fristvorschriften bei einem echten Unterlassen grundsätzlich nicht greifen, richtet sich bei einem unechten Unterlassen die Rüge gerade gegen eine bestehende Norm, welche von den Beschwerdeführer:innen lediglich als unzureichend angesehen wird, sodass die Jahresfrist gilt.42 L erhob bereits am 22.4.2020 Verfassungsbeschwerde gegen das gesetzgeberische Unterlassen, mithin vor Ablauf der am 17.12.2020 endenden Jahresfrist aus § 93 III BVerfGG. Damit hat L in jedem Fall das Fristerfordernis gewahrt.;;;;;;;;;;;Lösung;Fall 4 - Recht auf Gesundheit;228302;228329
