Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 6 IV GG;GG;normiert;Schutzauftrag;Art. 6 IV GG normiert sogar einen ausdrücklichen Schutzauftrag.;;;;;;;;;;;§ 8 Schutzpflichten;Abschnitt 3 Grundrechtsschutz und Dritte;291889;291901
Art. 2 I GG;GG;folgt;Handlungsfreiheit;Die Frage nach der Gefährdungsschwelle ist deswegen wichtig, weil in der freiheitlichen Gesellschaftsordnung grundsätzlich die staatliche Verantwortung durch das eigenverantwortliche Handeln der Bürger:innen begrenzt ist. Stellvertretend hierfür steht die Grundentscheidung der allgemeinen Handlungsfreiheit in Art. 2 I GG, aus welcher folgt, dass alles erlaubt ist, was nicht verboten ist.;;;;;;;;;;;§ 8 Schutzpflichten;Abschnitt 3 Grundrechtsschutz und Dritte;295984;295995
Art. 38 GG;GG;zukommen;Abgeordneten;Dass diese Verlagerung verfassungsrechtlich und demokratietheoretisch mehr als bedenklich ist, ergibt sich aus den verschiedenen Graden der Legitimation, die einerseits dem Gesetzgeber (hohe demokratische Legitimation der Mehrheitsentscheidungen von nach Art. 38 GG gewählten Abgeordneten des Bundestages) und andererseits den Richter:innen zukommen (nur sehr indirekte Rückführung der Staatsgewalt im Sinne des Art. 20 GG über die sogenannte „Legitimationskette“).;;;;;;;;;;;§ 8 Schutzpflichten;Abschnitt 3 Grundrechtsschutz und Dritte;299883;299893
Art. 20 GG;GG;zukommen;Sinne;Dass diese Verlagerung verfassungsrechtlich und demokratietheoretisch mehr als bedenklich ist, ergibt sich aus den verschiedenen Graden der Legitimation, die einerseits dem Gesetzgeber (hohe demokratische Legitimation der Mehrheitsentscheidungen von nach Art. 38 GG gewählten Abgeordneten des Bundestages) und andererseits den Richter:innen zukommen (nur sehr indirekte Rückführung der Staatsgewalt im Sinne des Art. 20 GG über die sogenannte „Legitimationskette“).;;;;;;;;;;;§ 8 Schutzpflichten;Abschnitt 3 Grundrechtsschutz und Dritte;300040;300050
Art. 2 II 1 GG;GG;sein;Schutzpflichtdimension;Das BVerfG hat in einem atomrechtlichen Verfahren auf die „Grenzen menschlichen Erkenntnisvermögens“ verwiesen und einen Maßstab gebilligt, der atomrechtliche Genehmigungen nur dann zulässt, wenn nach dem Stand von Wissenschaft und Technik ein mit schweren Folgen verbundenes Schadensereignis praktisch ausgeschlossen erscheint. Allerdings dürfte das erlaubte Restrisiko deutlich weiter gehen: Der vom BVerfG erarbeitete Maßstab ist derjenige der (sehr vagen) „praktischen Vernunft“. Was noch innerhalb der praktischen Vernunft liege, sei als sozialadäquate Last von allen zu tragen. Insofern kann auch das Kriterium der Sozialadäquanz herangezogen werden, um zu beurteilen, ob ein Risiko beziehungsweise eine Gefährdung noch hinzunehmen sind. Allein hieraus erklärt sich, dass – jedenfalls nach der (noch) bestehenden Anschauung – der jährlich mit Hunderten Toten einhergehende Kraftfahrzeugverkehr und dessen alltägliches Gefährdungspotenzial grundsätzlich als sozialadäquat hingenommen wird. Der so geschaffene Maßstab der „praktischen Vernunft“ für eine Umschreibung von Schutzpflichten führt allerdings zu einer hohen Anfälligkeit der Schutzgewährung je nach Weltanschauung der rechtsanwendenden Person und kann dafür ursächlich sein, dass die Schutzpflichtdimension des Art. 2 II 1 GG sich gegenüber geänderten gesellschaftlichen Vorstellungen nicht durchsetzen kann. Dies trifft etwa für die Diskussion zu, wonach es beim Straßenverkehr infolge des Zuwachses von motorisierten und nicht motorisierten Verkehrsteilnehmern, aber auch aus klimapolitischen Gründen, einer Neuaufteilung des öffentlichen Raumes beziehungsweise der Straßenfläche bedarf: Hier haben sich die stadtplanerischen Zugänge und die verkehrsplanerische Forschung deutlich weiter entwickelt als der rechtliche Rahmen.;;;;;;;;;;;§ 8 Schutzpflichten;Abschnitt 3 Grundrechtsschutz und Dritte;305272;305286
Art. 2 II 1 GG;GG;nach;Unversehrtheit;Nach wie vor wird in einem überwiegenden Teil grundrechtlicher Fallkonstellationen die Beeinträchtigung von Grundrechten in ihrer klassischen, abwehrrechtlichen Dimension durch staatliches Handeln abgeprüft. Oft ist aber staatliches Handeln – etwa der Erlass von Rechtsvorschriften, die in Grundrechte eingreifen – darauf gerichtet, ein bestimmtes grundrechtsgefährdendes Verhalten zu verbieten. Der Staat geht mithin einer Schutzpflicht – etwa hinsichtlich der körperlichen Unversehrtheit (Art. 2 II 1 GG) – nach und greift deswegen in diesem Bereich – etwa gesundheitsgefährdende Berufsausübung (Art. 12 GG) – in Grundrechte ein.;;;;;;;;;;;§ 8 Schutzpflichten;Abschnitt 3 Grundrechtsschutz und Dritte;309762;309776
Art. 12 GG;GG;ein;Berufsausübung;Nach wie vor wird in einem überwiegenden Teil grundrechtlicher Fallkonstellationen die Beeinträchtigung von Grundrechten in ihrer klassischen, abwehrrechtlichen Dimension durch staatliches Handeln abgeprüft. Oft ist aber staatliches Handeln – etwa der Erlass von Rechtsvorschriften, die in Grundrechte eingreifen – darauf gerichtet, ein bestimmtes grundrechtsgefährdendes Verhalten zu verbieten. Der Staat geht mithin einer Schutzpflicht – etwa hinsichtlich der körperlichen Unversehrtheit (Art. 2 II 1 GG) – nach und greift deswegen in diesem Bereich – etwa gesundheitsgefährdende Berufsausübung (Art. 12 GG) – in Grundrechte ein.;;;;;;;;;;;§ 8 Schutzpflichten;Abschnitt 3 Grundrechtsschutz und Dritte;309869;309879
Art. 1 III GG;GG;binden;Grundrechte;Nach Art. 1 III GG binden die Grundrechte alle staatliche Gewalt. Der Staat muss also jede Handlung, welche die grundrechtlich geschützte Freiheit Privater verkürzt, rechtfertigen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;316721;316734
Art. 2 I GG;GG;sprechen;Handlungsfreiheit;Private sind dagegen nicht grundrechtsverpflichtet, sondern grundrechtsberechtigt. Wären Private unmittelbar an die Grundrechte gebunden, müssten sie jedes Handeln, das die Grundrechte anderer verkürzt, rechtfertigen. Das widerspräche dem ganz überwiegenden Verständnis der allgemeinen Handlungsfreiheit (Art. 2 I GG). Auch historische Argumente sprechen dafür, dass die Grundrechte des Grundgesetzes nur den Staat unmittelbar binden: Grundrechte sind als Abwehrrechte der Bürger:innen gegen staatliches Handeln entstanden.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;317202;317213
Art. 9 III 2 GG;GG;sind;Gemäß;Ein systematisches Argument unterstützt dies: Gemäß Art. 9 III 2 GG sind (privatrechtliche) Abreden, die das Koalitionsrecht einschränken oder zu behindern suchen, nichtig. Private sind hier also unmittelbar gebunden. Aus dieser ausdrücklichen Regelung lässt sich im Wege des Umkehrschlusses folgern, dass eine solche unmittelbare Wirkung in anderen Fällen gerade nicht gilt.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;317500;317515
Art. 1 III, 20 III GG;GG;sind;Gerichte;Staatliche Gerichte sind dagegen gemäß Art. 1 III, 20 III GG unmittelbar an Grundrechte gebunden. Entscheiden diese über eine privatrechtliche Streitigkeit, dürfen sie die Grundrechte der Parteien nicht verletzen. Nach der Lehre von der mittelbaren Drittwirkung liegt eine Verletzung der Grundrechte auch vor, wenn die Gerichte die Ausstrahlungswirkung der Grundrechte auf das streitige Privatrechtsverhältnis verkennen. Dass die Grundrechte auf das Privatrecht ausstrahlen und deswegen von den Gerichten zu beachten sind, bedarf (auch in der Klausur) der Begründung.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;317864;317885
§ 826 BGB;BGB;erließ;Sinne;BVerfG, Urt. v. 15.1.1958, Az.: 1 BvR 400/51 = BVerfGE 7, 198 – Lüth. Der Beschwerdeführer, Lüth, hatte 1950 als Vorsitzender des Hamburger Presseklubs in einer Ansprache zum Boykott der Filme Veit Harlans aufgerufen. Harlan, ein Filmregisseur, war unter anderem für seinen antisemitischen nationalsozialistischen Propagandafilm „Jud Süß“ (1940) bekannt. Das zuständige Landgericht sah in diesem Boykottaufruf eine vorsätzliche sittenwidrige Schädigung im Sinne des § 826 BGB und erließ eine einstweilige Verfügung gegen Lüth, die ihm den Boykottaufruf verbot. Gegen diese Entscheidung setzte Lüth sich mit seiner Verfassungsbeschwerde zur Wehr.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;321444;321453
Art. 3 I GG;GG;hergeleitet;Stadionverbots;Beispiel: In der Stadionverbots-Entscheidung hat das BVerfG Verfahrensanforderungen für das Verhängen eines Stadionverbots aus Art. 3 I GG hergeleitet. Stadionverbote dürften nicht willkürlich verhängt werden, sondern müssten auf einem sachlichen Grund beruhen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;329075;329086
Art. 3 I GG;GG;klargestellt;Grundsatz;In der Stadionverbots-Entscheidung hat das BVerfG klargestellt, dass aus Art. 3 I GG kein allgemeiner Grundsatz folge, wonach private Vertragsbeziehungen jeweils den Rechtfertigungsanforderungen des Gleichbehandlungsgebots unterlägen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;329283;329294
Art. 3 I GG;GG;können;Privaten;Aber: „Gleichheitsrechtliche Anforderungen für das Verhältnis zwischen Privaten können sich aus Art. 3 I GG (…) für spezifische Konstellationen ergeben.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;330803;330814
Art. 3 III 2 GG;GG;beachten;AGG;Die besonderen Gleichheitsrechte können ebenfalls auf die Rechtsbeziehungen zwischen Privaten einwirken. Auch hier ist mit den gegenläufigen Grundrechtspositionen der anderen Vertragspartei abzuwägen. Beispiel: So ist etwa bei der Auslegung des Allgemeinen Gleichbehandlungsgesetzes (AGG) Art. 3 III 2 GG zu beachten. Daraus kann sich die Pflicht einer Arztpraxis ergeben, eine blinde Person mit ihrem Blindenführhund passieren zu lassen, wenn diese die von ihr aufgesuchte Physiotherapiepraxis nicht auf anderem Wege selbstständig erreichen kann.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;334071;334086
Art. 2 I GG;GG;begründen;Privatautonomie37;Dass die Grundrechte auch in Vertragsverhältnissen mittelbar Wirkung entfalten, ist dabei schwieriger zu begründen: Denn die durch Art. 2 I GG grundrechtlich abgesicherte Privatautonomie stellt es den Vertragsparteien grundsätzlich frei, über Abschluss und Inhalt ihres Vertrags zu entscheiden.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;334657;334668
§ 826 BGB;BGB;abgegrenzt;Schädigung;Die Rechtssphären zwischen den Vertragsparteien sind also nicht durch staatliche Ge- und Verbote voneinander abgegrenzt (wie etwa durch das deliktsrechtliche Verbot der vorsätzlichen sittenwidrigen Schädigung, § 826 BGB), sondern nach freiem Willen der Parteien. Dennoch folgt gerade aus der grundrechtlich garantierten Privatautonomie, dass die Grundrechte auch im Vertragsverhältnis wirken: Denn die Privatautonomie ist nur gesichert, wenn beide Vertragsparteien selbstbestimmt über den Inhalt des Vertrags verhandeln können. Tatsächlich hat manchmal aber eine der Vertragsparteien ein starkes Übergewicht, das so weit reichen kann, dass die andere Partei in Abschluss und Gestaltung des Vertrags nicht mehr selbst-, sondern fremdbestimmt ist (sogenannte gestörte Vertragsparität);;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;335033;335042
§§ 138, 242 BGB;BGB;bringen;Generalklauseln;Wenn es sich um eine typisierbare Fallgestaltung handelt, bei der ein Vertragsteil strukturell unterlegen ist und die Folgen des Vertrags für diesen Vertragsteil ungewöhnlich belastend sind, müssen Fachgerichte die Privatautonomie zur Geltung bringen, indem sie eine Inhaltskontrolle des Vertrags, insbesondere durch Anwendung der Generalklauseln (§§ 138, 242 BGB), vornehmen. Neben diesen Fällen, in denen die Grundrechte eine Inhaltskontrolle von Verträgen verlangen, gibt es auch Fälle, in denen der Vertrag zu einer zwischen den Parteien umstrittenen Frage schweigt und sich auch durch Vertragsauslegung gemäß §§ 133, 157 BGB keine Antwort ermitteln lässt. Dann sind die Grundrechte bei Auslegung und Anwendung der einschlägigen gesetzlichen Vorschriften zu berücksichtigen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;336848;336863
§§ 133, 157 BGB;BGB;ermitteln;Antwort;Wenn es sich um eine typisierbare Fallgestaltung handelt, bei der ein Vertragsteil strukturell unterlegen ist und die Folgen des Vertrags für diesen Vertragsteil ungewöhnlich belastend sind, müssen Fachgerichte die Privatautonomie zur Geltung bringen, indem sie eine Inhaltskontrolle des Vertrags, insbesondere durch Anwendung der Generalklauseln (§§ 138, 242 BGB), vornehmen. Neben diesen Fällen, in denen die Grundrechte eine Inhaltskontrolle von Verträgen verlangen, gibt es auch Fälle, in denen der Vertrag zu einer zwischen den Parteien umstrittenen Frage schweigt und sich auch durch Vertragsauslegung gemäß §§ 133, 157 BGB keine Antwort ermitteln lässt. Dann sind die Grundrechte bei Auslegung und Anwendung der einschlägigen gesetzlichen Vorschriften zu berücksichtigen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;337116;337131
§§ 535ff. BGB;BGB;berücksichtigen;Mietrechts;Beispiel: Haben die Parteien eines Mietvertrags keine Regelung darüber getroffen, ob der Mieter eine Parabolantenne anbringen darf, um Fernsehprogramme aus seiner Heimat zu empfangen, ist die Informationsfreiheit des Mieters bei der Auslegung der einschlägigen Vorschriften des Mietrechts (§§ 535ff. BGB) zu berücksichtigen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;337573;337586
§ 826 BGB;BGB;sahen;Verstoß;Beispiel: Haben die Parteien eines Mietvertrags keine Regelung darüber getroffen, ob der Mieter eine Parabolantenne anbringen darf, um Fernsehprogramme aus seiner Heimat zu empfangen, ist die Informationsfreiheit des Mieters bei der Auslegung der einschlägigen Vorschriften des Mietrechts (§§ 535ff. BGB) zu berücksichtigen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;340417;340426
Art. 12 GG;GG;versagt;Gewerbefreiheit;Beispiel: Haben die Parteien eines Mietvertrags keine Regelung darüber getroffen, ob der Mieter eine Parabolantenne anbringen darf, um Fernsehprogramme aus seiner Heimat zu empfangen, ist die Informationsfreiheit des Mieters bei der Auslegung der einschlägigen Vorschriften des Mietrechts (§§ 535ff. BGB) zu berücksichtigen.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;340807;340817
§§ 133, 157 BGB;BGB;regelt;Auslegung;In einigen Fällen ist es schwierig, zu entscheiden, ob die Rekonstruktion über einen Eingriff oder über eine Schutzversagung näher liegt. Das gilt insbesondere, wenn Parteien in einem Vertragsverhältnis über eine Frage streiten, die der Vertrag weder ausdrücklich noch implizit durch Auslegung gemäß §§ 133, 157 BGB regelt.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;341469;341484
Art. 14 GG;GG;gaben;Eigentumsrechte;Beispiel: Im der Parabolantennen-Entscheidung zugrundeliegenden Rechtsstreit war zu klären, ob ein Mieter an die Fassade seiner Mietwohnung eine Parabolantenne anbringen dürfe, um Fernsehprogramme aus seiner Heimat zu empfangen. Der Vermieter war nicht einverstanden. Der Mietvertrag enthielt keine Regelungen zum Anbringen von Parabolantennen. Die zuständigen Fachgerichte gaben dem Vermieter unter Verweis auf seine Eigentumsrechte aus Art. 14 GG recht. Dagegen ging der Mieter unter Verweis auf seine durch Art. 5 I 1 Hs. 2 GG geschützte Informationsfreiheit vor. Ob sich die Entscheidungen der Fachgerichte aus Sicht des Mieters als Eingriff in Art. 5 I 1 Hs. 2 GG (Verletzung des status quo) oder als staatliche Schutzversagung (die gerade daran liegt, dass der Staat dem status quo nicht abhilft) darstellt, hängt davon ab, was man als status quo ausmacht: Dass Mieter:innen grundsätzlich Parabolantennen anbringen dürfen oder dass Mieter:innen dies ohne Erlaubnis der Vermieter:innen grundsätzlich nicht dürfen. Der Vertrag traf hierzu aber gerade keine Regelung.;;;;;;;;;;;§ 9 Mittelbare Drittwirkung der Grundrechte;Abschnitt 3 Grundrechtsschutz und Dritte;341933;341943
§ 93a BVerfGG;BVerfGG;eingeführt;Annahmeverfahren;"Von den beim BVerfG anhängigen Verfahren überwiegt die Verfassungsbeschwerde deutlich. Im Jahr 2019 sind beim BVerfG beispielsweise 5.158 Verfassungsbeschwerden von insgesamt 5.446 Verfahren eingegangen. Um das BVerfG zu entlasten, wurde in der Vergangenheit ein Annahmeverfahren gemäß § 93a BVerfGG eingeführt. Eine Verfassungsbeschwerde ist gemäß § 93a II BVerfGG zur Entscheidung anzunehmen, soweit ihr grundsätzliche verfassungsrechtliche Bedeutung zukommt oder wenn es zur Durchsetzung der in § 90 I BVerfGG genannten Rechte angezeigt ist; dies kann auch der Fall sein, wenn der beschwerdeführenden Person durch die Versagung der Entscheidung zur Sache ein besonders schwerer Nachteil entsteht. Gemäß § 93b BVerfGG entscheiden die Kammern beziehungsweise der Senat (vgl. § 15a BVerfGG) über die Annahme der Verfassungsbeschwerde.";;;;;;;;;;;§ 10 Die Verfassungsbeschwerde;Abschnitt 4 Verfahren, Konkurrenzen, Prüfungsschemata;351014;351027
§ 93a II BVerfGG;BVerfGG;ist;Entscheidung;"Von den beim BVerfG anhängigen Verfahren überwiegt die Verfassungsbeschwerde deutlich. Im Jahr 2019 sind beim BVerfG beispielsweise 5.158 Verfassungsbeschwerden von insgesamt 5.446 Verfahren eingegangen. Um das BVerfG zu entlasten, wurde in der Vergangenheit ein Annahmeverfahren gemäß § 93a BVerfGG eingeführt. Eine Verfassungsbeschwerde ist gemäß § 93a II BVerfGG zur Entscheidung anzunehmen, soweit ihr grundsätzliche verfassungsrechtliche Bedeutung zukommt oder wenn es zur Durchsetzung der in § 90 I BVerfGG genannten Rechte angezeigt ist; dies kann auch der Fall sein, wenn der beschwerdeführenden Person durch die Versagung der Entscheidung zur Sache ein besonders schwerer Nachteil entsteht. Gemäß § 93b BVerfGG entscheiden die Kammern beziehungsweise der Senat (vgl. § 15a BVerfGG) über die Annahme der Verfassungsbeschwerde.";;;;;;;;;;;§ 10 Die Verfassungsbeschwerde;Abschnitt 4 Verfahren, Konkurrenzen, Prüfungsschemata;351077;351093
